Class,.id,SYMBOL,Process.category,Description,释义,Number.of.founder.sets,Number.of.genes
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pfkfb3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pfkfb2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pfkfb1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pfkfb4,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pfkl,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pgm1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pgm5,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Phldb1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Phyh,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pim3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pim1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Plin2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Por,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pparg,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ppm1b,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ppm1n,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ppp1r15b,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Prdx3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Preb,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ptcd3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ptger3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Qdpr,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Rab34,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Reep5,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Reep6,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Retn,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Retnlb,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Retsat,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Riok3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Rmdn3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Rnf11,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Rreb1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Rtn3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Samm50,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Scarb1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Scarb2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Scp2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sdhb,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sdhc,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc19a1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc19a2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc1a5,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc25a1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc25a10,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc27a1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc27a4,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Slc5a6,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Pqlc3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sncg,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sod1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sorbs1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sowahc,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sparcl1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sqor,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sspn,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Stat5a,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Stat5b,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Stom,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Stoml3,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Suclg1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sult1a1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sult1d1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sult5a1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sult3a1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Sult3a2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Taldo1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Tank,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Tkt,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Tktl2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Tktl1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Tob1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Tst,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Mpst,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ubc,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ubb,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ubqln1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ubqln2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ubqln4,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Uck1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Uck2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ucp2,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Uqcr10,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Uqcr11,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Uqcrc1,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Uqcrq,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Vegfb,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ywhag,Development,Adipocyte development,脂肪细胞的发育,36,200
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Ywhah,Development,Adipocyte development,脂肪细胞的发育,36,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Aars,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Abce1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Abi1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Abi2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ache,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Acvr2a,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Acvr2b,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Akt1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Akt2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Akt3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Apbb1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,B2m,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Bcat1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Bcl10,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Bcl3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Brca1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,C2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Capg,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cartpt,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl11,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl7,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl12,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl19,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Gm2564,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl19-ps1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Gm12407,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Gm21104,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl22,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl4,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccl5,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccnd2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccnd1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccnd3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccr1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccr1l1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccr2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ccr5,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd1d1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd1d2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd247,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd28,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd3d,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd3e,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd3g,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd4,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd40,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd40lg,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd47,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd7,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd74,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd79a,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd80,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd86,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd8a,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd8b1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cd96,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cdkn2a,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cdkn2b,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cfp,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Crtam,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Csf1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Csk,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ctss,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ctsk,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cxcl13,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cxcl9,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Cxcr3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Dars,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Degs1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,9130409I23Rik,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Degs2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Dyrk3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Dyrk2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Egfr,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Erbb4,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Erbb2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Erbb3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Eif3a,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Eif3d,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Eif3j1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Eif3j2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Eif4g3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Eif4g1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Eif5a,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Elane,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Prtn3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Elf4,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ereg,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Ets1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,F2,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,F2r,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Fas,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Tnfrsf23,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Fasl,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Fcgr2b,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Fcgr3,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Fcrl6,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Fgr,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Fyn,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Src,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Yes1,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Flna,Immune,Allograft rejection,同种异体移植物排斥,190,200
ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Flnb,Immune,Allograft rejection,同种异体移植物排斥,190,200
